name,longitude,latitude,key,family,genus,species,stateProvince,year,month,day,eventDate,countryCode,county
"Glaucopsyche lygdamus (Doubleday, 1842)",-106.04,53.58,1842021293,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2010,6,16,2010-06-16,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-106.04,53.58,1842021333,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2010,6,16,2010-06-16,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-106.04,53.58,1842021266,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2010,6,16,2010-06-16,CA,NA
"Glaucopsyche lygdamus columbia (Skinner, 1917)",-124.137,42.312,2235457429,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Or,2010,6,25,2010-06-25,US,Curry
"Glaucopsyche lygdamus (Doubleday, 1842)",-117.99,52.92,1842021328,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2010,6,26,2010-06-26,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-106.72,53.73,1842021330,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2010,6,20,2010-06-20,CA,NA
"Glaucopsyche lygdamus columbia (Skinner, 1917)",-124.137,42.312,2235457579,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Or,2010,6,25,2010-06-25,US,Curry
"Glaucopsyche lygdamus (Doubleday, 1842)",-118.1,52.91,1842021276,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2010,6,28,2010-06-28,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-118.14,51.03,1842021340,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,British Columbia,2010,7,17,2010-07-17,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-118.14,51.03,1842021327,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,British Columbia,2010,7,15,2010-07-15,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-118.14,51.03,1842021264,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,British Columbia,2010,7,15,2010-07-15,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.512,50.194,1806588435,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2009,6,27,2009-06-27,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.512,50.194,1806588455,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2009,6,27,2009-06-27,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.512,50.194,1806588433,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2009,6,27,2009-06-27,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-93.82,58.61,1841564983,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2009,7,24,2009-07-24,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-93.81,58.63,1841564987,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2009,7,24,2009-07-24,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-54,48.44,1842021312,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Newfoundland and Labrador,2009,7,9,2009-07-09,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-93.83,58.62,1841565024,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2009,7,26,2009-07-26,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-93.91,58.75,1841564977,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2009,7,28,2009-07-28,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-93.81,58.63,1841564989,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2009,7,24,2009-07-24,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-78.5,44.57,1841564984,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,5,25,2008-05-25,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189195,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,5,30,2008-05-30,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-78.5,44.57,1841565018,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,5,25,2008-05-25,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-80.56,44.4,1841564960,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,6,16,2008-06-16,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-113.444,53.497,769072048,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2008,6,29,2008-06-29,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189537,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,12,2008-06-12,US,NA
"Glaucopsyche lygdamus columbia (Skinner, 1917)",-118.869,43.811,2235457430,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Or,2008,6,8,2008-06-08,US,Harney
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189627,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,7,2008-06-07,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.234496,64.744653,2237189488,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,13,2008-06-13,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.5,53.01,1806588389,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2008,6,1,2008-06-01,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189542,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,7,2008-06-07,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-81.52,45.23,1842021277,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,6,12,2008-06-12,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-81.58,45.19,1842021288,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,6,14,2008-06-14,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189617,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,7,2008-06-07,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-81.52,45.24,1842021325,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Ontario,2008,6,13,2008-06-13,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189238,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,2,2008-06-02,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.287347,64.689862,2237189433,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2008,6,4,2008-06-04,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.72,51.12,1842021286,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2008,7,29,2008-07-29,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-99.8,50.67,1842021298,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2008,7,10,2008-07-10,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-107.51,49.15,1842021308,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2008,7,19,2008-07-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-107.53,49.15,1842021311,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Saskatchewan,2008,7,20,2008-07-20,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-99.8,50.67,1842021306,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2008,7,10,2008-07-10,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-99.81,50.66,1842021274,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2008,7,9,2008-07-09,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-68.983269,45.261438,1845036583,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Maine,2008,7,5,2008-07-05,US,Piscataquis County
"Glaucopsyche lygdamus (Doubleday, 1842)",-96.11,49.36,1841565001,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Manitoba,2007,6,4,2007-06-04,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237189953,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2007,6,11,2007-06-11,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237190363,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2007,6,9,2007-06-09,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237190360,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2007,6,11,2007-06-11,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2237190721,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2007,6,9,2007-06-09,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713745,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,31,2006-05-31,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713724,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,28,2006-05-28,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-75.9643,45.4094,43713729,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,29,2006-05-29,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713686,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,21,2006-05-21,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713736,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,29,2006-05-29,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713706,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,25,2006-05-25,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713696,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,24,2006-05-24,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713689,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,23,2006-05-23,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713680,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,18,2006-05-18,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713718,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,27,2006-05-27,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713742,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,30,2006-05-30,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713713,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,5,26,2006-05-26,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-75.8577,45.0609,43713790,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,25,2006-06-25,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237189701,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-143.617553,63.3907,2237190143,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-142.808333,63.328333,2237189201,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713751,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,1,2006-06-01,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-143.617553,63.3907,2237190494,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-137.50658,60.798959,2237190816,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,30,2006-06-30,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-75.8522,45.0576,43713788,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,13,2006-06-13,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713769,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,5,2006-06-05,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713781,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,12,2006-06-12,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-143.617553,63.3907,2237190297,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237190668,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237189632,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237190813,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237190662,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-142.808333,63.328333,2237190711,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-139.58,61.47,2237189282,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,19,2006-06-19,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-142.808333,63.328333,2237190437,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2006,6,18,2006-06-18,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713762,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,4,2006-06-04,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-137.50658,60.798959,2237190642,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2006,6,30,2006-06-30,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713775,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,11,2006-06-11,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-76.172,45.4346,43713758,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,On,2006,6,2,2006-06-02,CA,"Carleton Co.,"
"Glaucopsyche lygdamus (Doubleday, 1842)",-113.79,52.29,1806585760,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,5,26,2005-05-26,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,1502514045,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,29,2005-05-29,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303026786,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,26,2005-05-26,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.234496,64.744653,2303026510,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,20,2005-05-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.5,53.01,1806585749,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,5,14,2005-05-14,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,1502513877,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,14,2005-05-14,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.5,53.01,1806585756,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,5,14,2005-05-14,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303027736,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,29,2005-05-29,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.297546,64.703507,1502513975,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,19,2005-05-19,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,1502513935,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,12,2005-05-12,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.234496,64.744653,2303027904,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,20,2005-05-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.234496,64.744653,1502513962,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,20,2005-05-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.25194,64.733641,1502513891,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,5,20,2005-05-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-143.052256,63.257378,2303027165,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,8,2005-06-08,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-110.93,54.26,769292949,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,6,24,2005-06-24,CA,Moose Lake Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.88908,65.410776,2303027325,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,15,2005-06-15,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-147.234496,64.744653,2303028176,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,10,2005-06-10,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.300807,64.703177,1502513592,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,2,2005-06-02,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303026735,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,21,2005-06-21,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303028309,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,14,2005-06-14,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-143.617553,63.3907,2303027515,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,8,2005-06-08,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.30158,64.70391,2303026250,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2005,6,2,2005-06-02,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.001,52.451,1806585753,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,7,5,2005-07-05,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.001,52.451,1806585754,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2005,7,5,2005-07-05,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303026666,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,4,6,2004-04-06,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303027646,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,4,6,2004-04-06,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303027039,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,5,30,2004-05-30,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303025625,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,5,30,2004-05-30,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303026134,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,5,28,2004-05-28,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.866333,63.553679,2303026068,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.728148,63.357917,2303026986,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303025038,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,2,2004-06-02,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.737467,63.403699,2303026019,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303026179,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,15,2004-06-15,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.866333,63.553679,2303026951,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.281667,64.753889,2303027004,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,2,2004-06-02,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.737467,63.403699,2303027157,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.737467,63.403699,2303026861,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-145.866333,63.553679,2303027596,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2004,6,20,2004-06-20,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-112.464,57.586,769053692,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2004,7,8,2004-07-08,CA,Birch Mountains Wildland Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-112.464,57.586,769053695,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2004,7,7,2004-07-07,CA,Birch Mountains Wildland Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-112.471,57.583,769053694,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2004,7,11,2004-07-11,CA,Birch Mountains Wildland Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-112.452,57.578,769053581,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2004,7,10,2004-07-10,CA,Birch Mountains Wildland Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-112.471,57.583,769053693,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2004,7,8,2004-07-08,CA,Birch Mountains Wildland Provincial Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.297546,64.703507,1989840664,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2003,6,10,2003-06-10,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.265,58.949,769149203,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,15,2003-06-15,CA,Caribou Mountains Wildland Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.297546,64.703507,1989840680,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2003,6,10,2003-06-10,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.26,58.949,769052789,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,15,2003-06-15,CA,Caribou Mountains Wildland Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.265,58.949,769052787,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,15,2003-06-15,CA,Caribou Mountains Wildland Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.5,53.01,1806564285,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,7,2003-06-07,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.297546,64.703507,1989840669,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2003,6,10,2003-06-10,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-115.265,58.949,769052788,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,15,2003-06-15,CA,Caribou Mountains Wildland Park
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.358641,64.953034,1989840677,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2003,6,5,2003-06-05,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-114.5,53.01,1806564284,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alberta,2003,6,7,2003-06-07,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.358641,64.953034,1989840640,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2003,6,5,2003-06-05,US,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-68.93782,45.06673,1845037194,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Maine,2003,7,3,2003-07-03,US,Penobscot County
"Glaucopsyche lygdamus (Doubleday, 1842)",-138.36216,64.62833,1145899103,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Yukon Territory,2003,7,1,2003-07-01,CA,NA
"Glaucopsyche lygdamus (Doubleday, 1842)",-148.296667,64.703333,2303026916,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,Alaska,2002,4,6,2002-04-06,US,NA
